Buble,ella
"Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Down each avenue or via, street or strada You can see 'em disappearing two by two On an evening in Roma  Do they take 'em for espresso Yeah, I guess so On each lover's arm a girl I wish I knew On an evening in Roma  Though there's grining and mandolining in sunny Italy The beginning has just begun when the sun goes down  So please meet me in the plaza near your casa I am only one and that is much too few On an evening in Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma  Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma Sott'er celo de Roma On an evening in Roma","Oh, the shark, babe, has such teeth, dear And it shows them pearly white Just a jackknife has old MacHeath, babe And he keeps it, ah, out of sight Ya know when that shark bites with his teeth, babe Scarlet billows start to spread Fancy gloves, oh, wears old MacHeath, babe So there's never, never a trace of red  Now on the sidewalk, huh, huh, whoo sunny morning, un huh Lies a body just oozin' life, eek And someone's sneakin' 'round the corner Could that someone be Mack the Knife'  There's a tugboat, huh, huh, down by the river dontcha know Where a cement bag's just a'drooppin' on down Oh, that cement is just, it's there for the weight, dear Five'll get ya ten old Macky's back in town Now d'ja hear 'bout Louie Miller' He disappeared, babe After drawin' out all his hard-earned cash And now MacHeath spends just like a sailor Could it be our boy's done somethin' rash'  Now Jenny Diver, ho, ho, yeah, Sukey Tawdry Ooh, Miss Lotte Lenya and old Lucy Brown Oh, the line forms on the right, babe Now that Macky's back in town  I said Jenny Diver, whoa, Sukey Tawdry Look out to Miss Lotte Lenya and old Lucy Brown Yes, that line forms on the right, babe Now that Macky's back in town Look out, old Macky's back!!"
"Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Down each avenue or via, street or strada You can see 'em disappearing two by two On an evening in Roma  Do they take 'em for espresso Yeah, I guess so On each lover's arm a girl I wish I knew On an evening in Roma  Though there's grining and mandolining in sunny Italy The beginning has just begun when the sun goes down  So please meet me in the plaza near your casa I am only one and that is much too few On an evening in Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma  Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma Sott'er celo de Roma On an evening in Roma","Somewhere there's music How faint the tune Somewhere there's heaven How high the moon There is no moon above When love is far away too Till it comes true That you love me as I love you  Somewhere there's music It's where you are Somewhere there's heaven How near, how far The darkest night would shine If you would come to me soon Until you will, how still my heart How high the moon  How high the moon Is the name of this song How high the moon Though the words maybe wrong We're singin' it because you ask for it So we're swingin' it just for you  How high the moon Does it touch the stars How high the moon Does it reach out to mars Though the words maybe wrong to this song We're askin' how high high high high is the moon  Though the words maybe wrong to that song We're askin' how high high high high is the moon"
"I'm leaving my patience, my motivation, put them on separate teams Baby I found someone I really need Well, baby are you with it, or maybe it's not important what you do to me You had me find my sense of urgency  Time flies, I wish I would have met with someone psychic 'Cause my mind it took some time for me to realize it 'Cause today is yesterday's tomorrow While you're getting longer, the feeling's getting stronger I can't wait, I can't wait anymore 'Cause today is yesterday's tomorrow I don't know the numbers [?], but the future is a part of us I can't wait, I can't wait anymore Anymore, yeah  I know that you're hoping that this is the note [?] that you will see In the case I ain't got nothing on me But going with Allie, hurry the [?]  The kind of love that lasts eternally  And I know that someone said that it could end in heartache But my dear, you only feel the chances that we don't take 'Cause today is yesterday's tomorrow While you're getting longer, the feeling's getting stronger I can't wait, I can't wait anymore 'Cause today is yesterday's tomorrow I don't know the numbers [?], but the future is a part of us I can't wait, I can't wait anymore Anymore, yeah  Don't let it pass babe 'Cause the future comes fast Oh ooh ooh  'Cause today is yesterday's tomorrow While you're getting longer, the feeling's getting stronger I can't wait, I can't wait anymore 'Cause today is yesterday's tomorrow I don't know the numbers [?], but the future is a part of us I can't wait, I can't wait anymore Anymore, yeah  Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow","I said hello, Dolly,  Well, hello, Dolly It's so nice to have you back where you belong You're lookin' swell, Dolly I can tell, Dolly You're still glowin' You're still crowin' You're still goin' strong I feel that room swayin' While the band's playin' One of your old favourite songs from way back when So take her wrap, fellas Find her an empty lap, fellas Dolly'll never go away again  I said hello, Dolly Well, hello, Dolly It's so nice to have you back where you belong You're lookin' swell, Dolly I can tell, Dolly You're still glowin' You're still crowin' You're still goin' strong I feel the room swayin' While that ole band keeps on playin' One of your old favourite songs from way back when So golly, gee, fellas Find her an empty knee, fellas Dolly'll never go away I said she'll never go away Dolly'll never go away again"
"The very thought of you  And I forget to do  The little ordinary things  That every when ought to do  I'm living in a kind of day-dream  I'm happy as a king And foolish though it may seem to me That's everything The mirror ideal of you The longing here for you You'll never know How slow the moments go Till I'm new to you I see your face in every flower Your eyes in stars above It's just the thought of you The very thought of you, my love  I see your face in every flower Your eyes in stars above It's just the thought of you The very thought of you, my love","People, people who need people Are the luckiest people in the world  We're children needing other children And yet letting our grown-up pride Hide all the need inside Acting more like children than children  Lovers are very special people They're the luckiest people in the world  With one person, one very special person A feeling deep in your soul Says you were half, now you're whole No more hunger and thirst But first be a person who needs people  People, people who need people Are the luckiest people in the world  No more hunger and thirst But first be a person who needs people  People, people who need people Are the luckiest people in the world  People, people who need people"
"I wanna be around to pick up the pieces When somebody breaks your heart Some, somebody twice as smart as I A somebody who will swear to be true Like you used to do with me Leave you to line that misery lost company Wait and see I,  wanna be there To see how he does it When he breaks your heart to bits Let's see if the puzzle fits so fine And that's when I'll discover that revenge is sweet As I sit there and applaud it From a front-row seat When somebody breaks your heart  Like you broke mine  And that's when I'll discover that revenge is sweet And I'll sit there and applaud it From a front-row seat When somebody breaks your heart Like you, it's gonna break your heart Just like you broke mine","Can't buy me love, love Can't buy me love  I'll buy you a diamond ring, my friend, if it makes you feel all right I'll get you anything, my friend, if it makes you feel all right 'Cause I don't care too much for money; money can't buy me love  I'll give you all I got to give if you say you love me too I may not have a lot to give, but what I got I'll give to you I don't care too much for money; money can't buy me love  Can't buy me love; everybody tells me so Can't buy me love, no, no, no, no  Say you don't need no diamond ring and I'll be satisfied Tell me that you want the kind of thing that money just can't buy I don't care too much for money; money can't buy me love"
"I love seeing you happy I miss seeing that smile It's been such a long time And although I don't have you I know now that I need to Somehow I'll make you mine I won't like to start seeing you with him 'Cause I know he can't hold you like I can  Someday maybe when we're old and gray We could be in love once more Tell them I won't give my love away Darling, not forever only yours  Oh, I remember that love song I sang every word wrong But you didn't mind, no no And I'll admit that I miss you But only if you do 'Cause you know that I'm shy And I can't lie, it's hard seeing you with her 'Cause I know she can't love you like I can  Someday maybe when we're old and gray We could be in love once more Tell them I won't give my love away Darling, not forever only yours  And my love, it works for you (it works for you) We've got nothing to lose 'Cause I'm forever only yours (in love once more, once more, once more) No need to complicate it That smile is worth the wait, yeah I'm forever only yours (hey, yeah) Someday maybe Someday maybe Someday maybe I'll be yours (woah, baby) Someday maybe (someday maybe) Someday maybe (someday maybe) Someday maybe (someday maybe) I'll be yours (someday maybe I'll be yours)  Someday maybe when we're old and gray We could be in love once more Tell them I won't give my love away Darling, not forever only yours  And my love, it works for you We've got nothing to lose 'Cause I'm forever only yours (someday maybe I'll be yours) No need to complicate it That smile is worth the wait, yeah I'm forever only yours (someday maybe I'll be yours) I said know, I'm forever only yours I said know, I'm forever only yours","The sweetest sounds I'll ever hear Are still inside my head The kindest words I'll ever know Are waiting to be said The most entrancing sight of all Is yet for me to see And the dearest love in all the world Is waiting somewhere for me Is waiting somewhere, somewhere for me  The sweetest sounds I'll ever hear Are still inside my head The kindest words I'll ever know Are waiting to be said  The most entrancing sight of all Is yet for me to see And the dearest love in all the world Is waiting somewhere for me Is waiting somewhere, somewhere for me  The sweetest sounds I'll ever hear  The sweetest sounds I'll ever hear Are still inside my head  The kindest words I'll ever hear  The kindest words I'll ever hear Are waiting to be said  The most entrancing sight of all Is yet for me to see  The most entrancing sight of all Is yet for me to see  And the dearest love in all the world  Is waiting somewhere for me  Waiting somewhere  Is waiting somewhere"
"My baby don't care for shows My baby don't care for clothes My baby just cares for me My baby don't care for cars and races My baby don't care for high-tone places  Brando just is style And even Mister Kudi's mile Is somethin' she don't see My baby don't care of who knows it My baby just cares for me  Baby, my baby don't care for shows Oh, Brando just ain't her style And even Mister Kurdick's smile Is somethin' she don't see Is somethin' she don't see I wonder what's wrong with baby She ain't scared to show it, she don't care who knows it My baby just cares for Ah, she just says she cares for My baby just cares for me Only cares for me She only loves me","Miss Otis regrets she's unable to lunch today Madam Miss Otis regrets she's unable to lunch today She is sorry to be delayed But last evening down in Lover's Lane she strays Madam Miss Otis regrets she's unable to lunch today  When she woke up and found that her dream of love was gone Madam She ran to the man who had led her so far astray And from under her velvet gown She drew a gun and shot her love down Madam Miss Otis regrets, she's unable to lunch today  When the mob came and got her and dragged her from the jail Madam They strung her upon the old willow across the way And the moment before she died She lifted up her lovely head and cried Madam Miss Otis regrets she's unable to lunch today  Miss Otis regrets she's unable to lunch today"
I may not always love you But long as there are stars above you You never need to doubt it I'll make you so sure about it  God only knows what I'd be without you  If you should ever leave me Though life would still go on believe me The world could show nothing to me So what good would living do me  God only knows what I'd be without you  God only knows what I'd be without you  God only knows what I'd be without you If you should ever leave me Well life would still go on believe me The world could show nothing to me So what good would living do me  God only knows what I'd be without you God only knows what I'd be without you God only knows what I'd be without you,"It's cost me a lot But there's one thing that I've got  It's my man Cold and wet, tired you bet But all that I soon forget  With my man He's not much for looks  And no hero out of books  Is my man Two or three girls has he  That he likes as well as me But I love him!  I don't know why I should He isn't good, he isn't true He beats me too What can I do?   Oh, my man I love him so He'll never know All my life is just despair But I don't care  When he takes me in his arms  The world is bright, all right What's the difference if I say I'll go away, When I know I'll come back on my knees some day? For whatever my man is  I am his forever more Oh, my man I love him   Sometimes I say  If I could just get away  With my man He'd go straight sure as fate For it never is too late For a man I just like to dream  Of a cottage by a stream  With my man Where a few flowers grew And perhaps a kid or two Like my man And then my eyes get wet I most forget till he gets hot And tells me not to talk such rot   Oh, my man I love him so He'll never know All my life is just despair But I don't care  When he takes me in his arms  The world is bright, all right What's the difference if I say  I'll go away, When I know I'll come back on my knees some day? For what ever my man is  I am his forever more"
"This love of mine goes on and on Tho' life is empty since you have gone You're always on my mind, tho' out of sight It's lonesome through the day But oh the night  I cry my heart out  It's bound to break Since nothing matters, let it break I ask the sun and the moon The stars that shine What's to become of it, this love of mine  I ask the sun and the moon The stars that shine What's to become of it This love of mine This love of mine","Sometimes the world is a valley of heartaches and tears And in the hustle and bustle, no sunshine appears But you and I have our love always there to remind us There is a way we can leave all the shadows behind us Volare, oh, oh! Cantare, oh, oh, oh, oh! Let's fly way up to the clouds, away from the maddening crowds We can sing in the glow of a star that I know of Where lovers enjoy peace of mind Let us leave the confusion and all disillusion behind Just like birds of a feather a rainbow together we'll find Volare, oh, oh! Cantare, oh, oh, oh, oh! No wonder my happy heart sings Your love has given me wings Your love has given me wings"
"Time goes by And I've been holding everything inside But now I've got nothing left to hide When I'm with you, oh, you  But I can see How strong a man I'm gonna have to be To do for you what comes so naturally It's in the way you move  And all I want Is a chance to prove Show all I can do  I believe in starting over I can see that your heart is true I believe in good things coming back to you You're the light that lifts me higher So bright, you guide me through I believe in you  And I don't mind If you want to hold onto me tight You don't have to sleep alone tonight If you don't want to  And all I want Is to know you're near You're all I need here  I believe in starting over I can see that your heart is true I believe in good things coming back to you You're the light that lifts me higher So bright, you guide me through I believe in you  I know that there are times When you feel worthless Like all the love you get You don't deserve it Sometimes I feel my faith is just a burden On you, you, you  I believe in starting over I can see your heart is true I believe in love You give me reason to You're the light that lifts me higher So high up in the sky I, I think we're gonna fly  I believe in starting over I can see that your heart is true I believe in love You give me reason to You're the light that lifts me higher So bright, you guide me through I believe in you I believe in you I believe in you You guide me through I believe in you","The thrill is gone The thrill is gone away The thrill is gone, baby The thrill is gone away You know you done me wrong, baby And you'll be sorry someday  The thrill is gone It's gone away from me The thrill is gone, baby The thrill is gone away from me Although, I'll still live on But so lonely I'll be  The thrill is gone It's gone away for good The thrill is gone, baby It's gone away for good Someday I know I'll be open-armed, baby Just like I know a good man should  You know I'm free, free now, baby I'm free from your spell Oh, I'm free, free, free now I'm free from your spell And now that it's all over All I can do is wish you well"
"Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Down each avenue or via, street or strada You can see 'em disappearing two by two On an evening in Roma  Do they take 'em for espresso Yeah, I guess so On each lover's arm a girl I wish I knew On an evening in Roma  Though there's grining and mandolining in sunny Italy The beginning has just begun when the sun goes down  So please meet me in the plaza near your casa I am only one and that is much too few On an evening in Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma  Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma Sott'er celo de Roma On an evening in Roma","Waking skies at sunrise Every sunset too Seems to be bringing me Memories of you  Here and there, everywhere Scenes that we once knew And they all just recall Memories of you  (Oh) how I wish I could forget those (Those) happy yesteryears That have left a rosary of tears  Your face beams in my dreams (In) spite of all (that) I do (And) everything seems to bring Memories of you"
"Time goes by And I've been holding everything inside But now I've got nothing left to hide When I'm with you, oh, you  But I can see How strong a man I'm gonna have to be To do for you what comes so naturally It's in the way you move  And all I want Is a chance to prove Show all I can do  I believe in starting over I can see that your heart is true I believe in good things coming back to you You're the light that lifts me higher So bright, you guide me through I believe in you  And I don't mind If you want to hold onto me tight You don't have to sleep alone tonight If you don't want to  And all I want Is to know you're near You're all I need here  I believe in starting over I can see that your heart is true I believe in good things coming back to you You're the light that lifts me higher So bright, you guide me through I believe in you  I know that there are times When you feel worthless Like all the love you get You don't deserve it Sometimes I feel my faith is just a burden On you, you, you  I believe in starting over I can see your heart is true I believe in love You give me reason to You're the light that lifts me higher So high up in the sky I, I think we're gonna fly  I believe in starting over I can see that your heart is true I believe in love You give me reason to You're the light that lifts me higher So bright, you guide me through I believe in you I believe in you I believe in you You guide me through I believe in you","Rustling of the leaves used to be my lullaby In the sunny South when I was a tot so high And now that I have grown And myself alone  Cradle me where Southern skies Can watch me with a million eyes Sing me to sleep Lullaby of the leaves  Cover me with Heaven's blue And let me dream a dream or two Sing me to sleep Lullaby of the leaves  I'm breezing along, along with the breeze I'm hearing a song, a song through the trees Oh, oh, oh, oh, oh, oh That fine melody caressing the shore Familiar to me, I've heard it before Oh, oh, oh, oh, oh, oh, that's Southland  Don't I feel it in my soul And don't I know I've reached my goal Sing me to sleep Lullaby of the leaves"
"I see you're forcing that smile and it's been a while Since you've had a break Oh, you can't get it right as hard as you've tried Things ain't going your way So, baby take my hand 'cause I've got a plan to get us Straight outta here Start packing your bag, got a plane to catch So let's disappear  The world keeps spinning and we can't stop it Let's slip out when no one's watching  So, baby let's go Let me take you away Let's hit the road I'll be your escape Let's travel the globe We're leaving today A shot to the unknown Let me take you away  We don't need to go far to start have a start To change our point of view Gonna get you to dance, make some sweet romance Baby, it's all about you Take your shoes off and laugh It's time to relax, the sun will warm us all In your favourite clique, grab a little drink And let the good times roll  The world keeps spinning and we can't stop it Let's slip out when no one's watching  So, baby let's go Let me take you away Let's hit the road I'll be your escape Let's travel the globe We're leaving today A shot to the unknown Let me take you away  As long as it's you and me It doesn't have to be so far away So why do we go on home and just cool down, let's sing  So, baby let's go Let me take you away Let's hit the road I'll be your escape Let's travel the globe We're leaving today A shot to the unknown Let me take you away  So, baby let's go Let me take you away Let's hit the road I'll be your escape Let's travel the globe We're leaving today A shot to the unknown Let me take you away  So, baby let's go Let me take you away Let's hit the road I'll be your escape Let's travel the globe Baby let's go, let's go let's go Let me take you away","There are sad things There are bad things, the blues When they threaten  Start betting you'll lose  You hide yourself behind a prayer The blues'll come and they'll find you there I mean the blues they call Pete Kelly's Blues  There's no exit You can try the blues If you're born with You will die with the blues Think what you choose That happy dream is yours they say If you can pay the dues That's why I'm stuck with Fresh outta luck with the blues  There's no exit None you can try with the blues See if you're born with You gotta die with the blues Think what you choose That happy dream is yours they say If you can pay the dues That's why I'm stuck with So outta luck wit the blues  Some call em Pete Kelly's Blues You can call 'em anything you choose I call them blues"
"Time goes by And I've been holding everything inside But now I've got nothing left to hide When I'm with you, oh, you  But I can see How strong a man I'm gonna have to be To do for you what comes so naturally It's in the way you move  And all I want Is a chance to prove Show all I can do  I believe in starting over I can see that your heart is true I believe in good things coming back to you You're the light that lifts me higher So bright, you guide me through I believe in you  And I don't mind If you want to hold onto me tight You don't have to sleep alone tonight If you don't want to  And all I want Is to know you're near You're all I need here  I believe in starting over I can see that your heart is true I believe in good things coming back to you You're the light that lifts me higher So bright, you guide me through I believe in you  I know that there are times When you feel worthless Like all the love you get You don't deserve it Sometimes I feel my faith is just a burden On you, you, you  I believe in starting over I can see your heart is true I believe in love You give me reason to You're the light that lifts me higher So high up in the sky I, I think we're gonna fly  I believe in starting over I can see that your heart is true I believe in love You give me reason to You're the light that lifts me higher So bright, you guide me through I believe in you I believe in you I believe in you You guide me through I believe in you","Thanks for the memory Of things I can't forget, journeys on a jet Our wondrous week in Martinique and Vegas and roulette How lucky I was  And thanks for the memory Of summers by the sea, dawn in Waikiki We had a pad in London, but we didn't stop for tea How cozy it was  Now since our breakup, I wake up Alone on a gray morning-after I long for the sound of your laughter And then I see the laugh's on me  But thanks for the memory Of every touch and thrill; I've been through the mill I've lived a lot and learned a lot; you loved me not and still I miss you so much  Thanks for the memory Of how we used to jog even in a fog That barbecue in Malibu away from all the smog How rainy it was  Thanks for the memory Of letters I destroyed, books that we enjoyed Tonight, the way things look, I need a book by Sigmund Freud How brainy he was  Gone are those evenings on Broadway Together we'd go to a great show But now I begin with the Late Show And wish that you were watching too  I know it's a fallacy That grown men never cry; baby, that's a lie We had our bed of roses, but forgot that roses die And thank you so much"
"She walks like an angel walks She talks like an angel talks And her hair has a kind of curl To my mind, she's my kind of girl  She's wise like an angel's wise With eyes like an angel's eyes And a smile like a kind of pearl To my mind, she's my kind of girl  A pretty little face, that face just knocks me off of my feet Pretty little feet, she's really sweet enough to eat She looks like an angel looks Baby, I'm hooked after just one look And my mind's in a kind of whirl 'Cause to my mind, she's my kind of girl  That pretty little face, that face just knocks me off of my feet Pretty little feet, she's really sweet enough to eat She looks like an angel looks Oh, I'm cooked after just one look And my mind's in a kind of whirl 'Cause in my mind, she's my kind of girl  And my heart has a kind of joy 'Cause in her mind, I'm just her kind of boy","Once I was a sentimental thing, Threw my heart away each spring, Now a spring romance hasn't got a chance Promised my first dance to winter, All I've got to show?s a splinter for my little fling!  Spring this year has got me feeling like a horse that never left the post, I lie in my room staring up at the ceiling, Spring can really hang you up the most!  Morning?s kiss wakes tres and flowers, And to them I'd like to drink a toast, I walk in the park just to kill lonely hours, Spring can really hang you up the most.  All afternoon those birds twitter twit, I know the tune, ""this is love, this is it!"" Heard it before and I know the score, And I've decided that spring is a bore!  Love seemed sure around the new year, Now it's April, love is just a ghost, Spring arrived on time, only what became of you, dear?  Spring can really hang you up the most! Spring can really hang you up the most!  Spring is here, there?s no mistaking Robins building nests from coast to coast; My heart tries to sing so they won?t hear it breaking, Spring can really hang you up the most!  College boys are writing sonnets, In the ""tender passion"" they're engrossed, But I'm on the shelf with last years Easter bonnets, Spring can really hang you up the most!  Love came my way, I hope it would last, We had our day, now that's all in the past! Spring came along a season of son, Full of sweet promise but something went wrong!  Doctors once prescribed a tonic, ""sulfur and molasses"" was the dose, Didn't help a bit, my condition must be chronic, Spring can really hang you up the most!  All alone, the party's over, Old man winter was a gracious host, But when you keep praying for snow to hide the clover Spring can really hang you up the most!"
"Baby, I get a little bit jealous But how the hell can I help it? When I'm thinkin' on you Maybe, I might get a little reckless But you gotta expect that What else can a boy do? My momma taught me how to share But I'll be selfish and I don't care 'Cause I want you, I need you all for me  Now I don't want anybody loving my baby Nobody (nobody) nobody (nobody), nobody but me, hey Now I don't want anybody thinking just maybe Nobody (nobody) nobody (nobody), nobody but me, hey  And I know when you got a lovely lady It might drive the boys crazy When she's looking so fine, woah I know, know, know that no one would ever blame me The only thing that could save me Is just knowing your mine My papa told me once or twice Don't be cruel but don't be too nice 'Cause I want you, I need you all for me  'Cause I don't want anybody loving my baby Nobody (nobody) nobody (nobody), nobody but me, hey And I don't want anybody thinking just maybe Nobody (nobody) nobody (nobody), nobody but me, hey  Hey, we make beautiful music together, how you make my heart sing Move into the side with us and never be apart thing Work of art thing, the way you pull me like a harp string Every moment spent is worth it, that's the perfect part, see I like whatever you like, we had to do right And do like, two sovereign nations and try to unite I'm proud of you, like a treasure, you're the one I'm cherishing Every other girl is silly, paling in comparison  I know, I get a bit jealous But how the hell can I help it? I'm so in love with you  I don't want anybody loving my baby Nobody (nobody) nobody (nobody), nobody but me, hey I don't want anybody loving my baby Nobody (nobody) nobody (nobody), nobody but me, hey  Oh my papa told me once or twice Don't be cruel, don't be too nice My baby needs no lies for me Oh, and I know how to share But I'll be selfish, I don't care My baby don't need no one but me","Time after time you'll hear me say That I'm so lucky to be loving you  Time after time, I tell myself That I'm so lucky to be loving you So lucky to be the one you run to see In the evening when the day is through  I only know what I know The passing years will show You've kept my love so young, so new  And time after time you'll hear me say That I'm so lucky to be loving you  I only know what I know The passing years will show You've kept my love so young, so new  And time after time you'll hear me say That I'm so lucky to be loving you  Time after time you'll hear me say That I'm so lucky to be loving you Just you, just you"
"Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Down each avenue or via, street or strada You can see 'em disappearing two by two On an evening in Roma  Do they take 'em for espresso Yeah, I guess so On each lover's arm a girl I wish I knew On an evening in Roma  Though there's grining and mandolining in sunny Italy The beginning has just begun when the sun goes down  So please meet me in the plaza near your casa I am only one and that is much too few On an evening in Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma  Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma Sott'er celo de Roma On an evening in Roma","I've an awfully funny feeling that this thought That's been a-stealin' through my brain Is not to be ignored But to really tell the truth, though I'm not a Well-known sleuth I honestly believe that you are bored  You've changed That sparkle in your eyes is gone Your smile is just a careless yawn You're breaking my heart You've changed You've changed Your kisses now are so blase You're bored with me in every way I can't understand You've changed You've forgotten the words ""I love you""  Each memory that we've shared You ignore every star above you I can't realize you ever cared You've changed You're not the angel I once knew No need to tell me that we're through It's all over now You've changed"
"I'm leaving my patience, my motivation, put them on separate teams Baby I found someone I really need Well, baby are you with it, or maybe it's not important what you do to me You had me find my sense of urgency  Time flies, I wish I would have met with someone psychic 'Cause my mind it took some time for me to realize it 'Cause today is yesterday's tomorrow While you're getting longer, the feeling's getting stronger I can't wait, I can't wait anymore 'Cause today is yesterday's tomorrow I don't know the numbers [?], but the future is a part of us I can't wait, I can't wait anymore Anymore, yeah  I know that you're hoping that this is the note [?] that you will see In the case I ain't got nothing on me But going with Allie, hurry the [?]  The kind of love that lasts eternally  And I know that someone said that it could end in heartache But my dear, you only feel the chances that we don't take 'Cause today is yesterday's tomorrow While you're getting longer, the feeling's getting stronger I can't wait, I can't wait anymore 'Cause today is yesterday's tomorrow I don't know the numbers [?], but the future is a part of us I can't wait, I can't wait anymore Anymore, yeah  Don't let it pass babe 'Cause the future comes fast Oh ooh ooh  'Cause today is yesterday's tomorrow While you're getting longer, the feeling's getting stronger I can't wait, I can't wait anymore 'Cause today is yesterday's tomorrow I don't know the numbers [?], but the future is a part of us I can't wait, I can't wait anymore Anymore, yeah  Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow Today is yesterday's tomorrow","I've got your number I know you inside out You ain't no Eagle Scout You're all at sea  Oh yes, you brag a lot Wave your own flag a lot But you're unsure a lot You're a lot like me, oh  I've got your number And what you're looking for And what you're looking for Just suits me fine  We'll break the rules a lot We'll be damn fools a lot But then why should we not How could we not combine when  I've got your number And I've got the glow you've got I've got your number And more  So go ahead and pick a number From one to ten You're losing streak is over I can't win again And here's the punchline You've got mine"
"The very thought of you  And I forget to do  The little ordinary things  That every when ought to do  I'm living in a kind of day-dream  I'm happy as a king And foolish though it may seem to me That's everything The mirror ideal of you The longing here for you You'll never know How slow the moments go Till I'm new to you I see your face in every flower Your eyes in stars above It's just the thought of you The very thought of you, my love  I see your face in every flower Your eyes in stars above It's just the thought of you The very thought of you, my love","I don't know why but I'm feeling so sad I long to try something I never had Never had no kissing Oh, what I've been missing Lover man, oh, where can you be  The night is cold and I'm so alone I'd give my soul just to call you my own Got a moon above me But no one to love me Lover man, oh, where can you be  I've heard it said That the thrill of romance Can be like a heavenly dream I go to bed with a prayer That you'll make love to me Strange as it seems  Someday we'll meet And you'll dry all my tears Then whisper sweet Little things in my ear Hugging and a kissing Oh, what we've been missing Lover man, oh, where can you be  I've heard it said That the thrill of romance Can be like a heavenly dream I go to bed with a prayer That you'll make love to me Strange as it seems  Someday we'll meet And you'll dry all my tears Then whisper sweet Little things in my ear Hugging and a kissing Oh, what we've been missing Lover man, oh, where can you be"
"I wanna be around to pick up the pieces When somebody breaks your heart Some, somebody twice as smart as I A somebody who will swear to be true Like you used to do with me Leave you to line that misery lost company Wait and see I,  wanna be there To see how he does it When he breaks your heart to bits Let's see if the puzzle fits so fine And that's when I'll discover that revenge is sweet As I sit there and applaud it From a front-row seat When somebody breaks your heart  Like you broke mine  And that's when I'll discover that revenge is sweet And I'll sit there and applaud it From a front-row seat When somebody breaks your heart Like you, it's gonna break your heart Just like you broke mine","Hey, little girl, comb your hair, fix your makeup Soon he will open the door Don't think because there's a ring on your finger You needn't try any more  For wives should always be lovers too Run to his arms the moment that he comes home to you I'm warning you  Day after day, there are girls at the office And the men will always be men Don't stand him up, with your hair still in curlers You may not see him again  Wives should always be lovers too Run to his arms the moment he comes home to you He's almost here; hey, little girl, better wear something pretty Something you wear to go to the city  Dim all the lights, pour the wine Start the music, time to get ready for love Time to get ready for love; yes, it's time to get ready for love It's time to get ready; kick your shoes off, baby"
